"x"
"3400660",0.570691
"3400960",1.61721
"3404560",1.1069993
"3405730",0.7552395
"3413200",0.823803
"3400690",0.1991809
"3401710",0.2948912
"3405460",0.1141581
"3405700",0.1081759
"3407380",0.1187576
"3408010",0.158079
"3410170",0.0221435
"3416440",0.0793964
"3400720",0.1276874
"3402550",0.141679
"3405670",0.0789243
"3400008",0.2042999
"3406090",0.0328334
"3406300",0.3757474
"3410980",0.2654055
"3400750",0.061569
"3409330",0.1145714
"3413590",0.0646006
"3414520",0.1382953
"3416860",0.068469
"3418360",0.2831436
"3400780",0.262525
"3403630",0.418643
"3407650",0.496034
"3412060",0.9211131
"3400810",0.5362208
"3407500",0.7382034
"3409480",0.8260864
"3413500",0.5934644
"3415840",0.3654244
"3416530",0.5504234
"3416590",0.2560983
"3418330",0.5275336
"3400840",0.0443864
"3413260",0.4567703
"3400870",0.2046248
"3403390",0.2054018
"3403600",0.1148088
"3403810",0.1356539
"3411850",0.1141025
"3414160",0.1401129
"3416110",0.2891062
"3400900",0.1771354
"3405550",0.1847754
"3406630",0.1802338
"3408130",0.0718586
"3411400",0.3717649
"3415510",0.2221013
"3400930",0.897464
"3411160",0.7824745
"3402340",0.336334
"3416680",0.582913
"3401020",0.1125772
"3407200",0.2709482
"3410110",0.6606238
"3401050",0.1287698
"3406330",0.2886551
"3406360",0.767508
"3410890",0.2991595
"3411940",0.1490242
"3401110",0.039176
"3410020",0.7367948
"3415810",0.217642
"3401140",0.4892312
"3401410",0.3541506
"3402130",0.2845633
"3411130",0.2086373
"3416470",0.2514211
"3408100",0.2125361
"3408700",0.3883804
"3408910",0.2306764
"3412090",0.0745362
"3415690",0.2208286
"3418240",0.5528508
"3401170",0.400253
"3401380",0.4069853
"3406390",0.2546379
"3408340",0.5076447
"3409300",0.274063
"3414430",0.126674
"3401200",0.228922
"3413380",0.1849055
"3417040",0.5732992
"3401230",0.1975233
"3413320",0.3705246
"3413290",0.2611883
"3401260",0.267437
"3404590",0.7828923
"3407830",0.63678
"3411340",1.5283036
"3401290",0.062671
"3401320",0.1564267
"3401650",0.044324
"3402160",0.0816621
"3402280",0.5268711
"3403060",0.100316
"3413710",0.0911658
"3400009",0.1061416
"3416170",0.0975647
"3401350",0.4975845
"3401830",0.6724172
"3407890",0.7272101
"3409210",0.4073104
"3411430",0.2193463
"3411880",0.3906236
"3402370",0.086933
"3403900",0.5339919
"3417790",0.3045147
"3415150",0.2509423
"3415570",0.2337715
"3416890",0.4828711
"3401440",0.001842
"3417910",0.1498123
"3401500",0.2889516
"3403990",0.130839
"3404740",0.5232942
"3411280",0.1271984
"3416080",0.3494949
"3401530",0.1424971
"3412660",0.0683075
"3411040",0.1269709
"3411310",0.0608072
"3414670",0.3760188
"3415900",0.1359101
"3400004",0.2210024
"3416980",0.0507108
"3417190",0.3745322
"3401560",0.3553731
"3407710",0.1107849
"3409450",0.3128761
"3412030",0.080115
"3414790",0.3024149
"3414820",0.102734
"3416230",0.6194451
"3401590",0.439091
"3401620",0.5829668
"3408640",1.2665084
"3412990",0.526896
"3417250",0.5711445
"3418060",0.362308
"3404890",0.3685327
"3416830",0.583445
"3406720",0.1689056
"3401890",0.1562886
"3403330",0.1397774
"3405520",0.1283297
"3406600",0.1774131
"3408460",0.3330427
"3417160",0.34713
"3401740",0.1303806
"3403690",0.2679827
"3404470",0.190157
"3401800",0.0861978
"3407470",0.0951071
"3408070",0.1611101
"3414610",0.1108842
"3415750",0.048421
"3403300",1.0535132
"3404230",0.6854345
"3405940",0.5144197
"3410560",0.5228563
"3401860",0.2861004
"3402520",0.1172128
"3413350",0.2882749
"3413860",0.1403464
"3413980",0.1977093
"3416950",0.1214834
"3417520",0.1752828
"3406210",0.0843236
"3401920",0.114382
"3406270",0.98508
"3413800",0.282931
"3401950",0.3288922
"3401980",0.1742804
"3410650",0.2201836
"3411010",0.1415964
"3412480",0.2673266
"3403870",0.1025254
"3408040",0.2050185
"3414130",0.3641298
"3402030",0.1438413
"3403090",0.1701089
"3405220",0.160892
"3406540",0.6422005
"3409510",0.1289843
"3402100",0.3742614
"3410050",0.2431839
"3415180",0.1860509
"3407230",0.2960769
"3402220",0.4991648
"3402310",0.2260323
"3407560",0.4604812
"3408220",1.3131058
"3402250",0.81194
"3405040",0.62242
"3405490",0.5703238
"3406120",0.4681616
"3409630",0.2229628
"3415090",0.1804657
"3409420",0.1391143
"3406000",0.5982175
"3402400",0.267182
"3405280",0.19563
"3405430",0.253333
"3406510",0.169125
"3409780",0.4663248
"3410470",0.3023721
"3416800",0.604643
"3417850",0.134954
"3402430",0.1206364
"3402460",0.3158276
"3415660",0.340562
"3417730",0.1994055
"3418000",0.4543679
"3407440",0.2117348
"3414340",0.3303167
"3415720",0.2115713
"3402580",0.0528131
"3404170",0.3888191
"3404830",0.0828723
"3405010",0.0792131
"3411520",0.0916958
"3414250",0.1102221
"3402610",0.0468574
"3402640",1.2174435
"3403420",0.7572125
"3412870",1.0541532
"3418270",0.320185
"3402700",0.113783
"3409150",0.474368
"3417400",0.065101
"3402760",0.026824
"3402790",0.3465188
"3404290",0.3432479
"3410680",0.2456592
"3411460",0.893463
"3413770",0.511191
"3414850",0.5282889
"3415240",0.4148532
"3416920",0.3991988
"3418300",0.4181376
"3402820",0.114959
"3408610",0.5069165
"3418120",0.4641923
"3402850",0.0923643
"3408730",0.3460337
"3416740",0.1548076
"3403000",0.5197814
"3409660",0.2945471
"3409960",0.158544
"3410950",0.2242321
"3403030",0.227892
"3411580",0.3603288
"3409930",0.2695301
"3413650",0.331269
"3417130",0.2746476
"3403120",0.3440609
"3403780",0.219891
"3410710",0.265058
"3412390",0.2680751
"3414040",0.0894396
"3403150",0.3600546
"3403570",0.4337506
"3404500",0.5055645
"3413530",0.1348444
"3417760",0.0966705
"3418030",0.1004594
"3403180",0.115094
"3404620",0.2275547
"3405880",0.4682958
"3403240",0.321715
"3413020",0.436323
"3403270",0.346375
"3404440",0.184402
"3405070",0.332205
"3405310",0.3966918
"3404660",0.5173029
"3405760",0.5934028
"3412540",0.9746849
"3412690",1.5961791
"3414460",0.6435245
"3417640",0.340208
"3403360",0.1630088
"3405190",0.0625344
"3407110",0.077958
"3408430",0.0388976
"3404710",0.1166775
